Date,Solar Radiation (W/m²),Temperature (°C),Wind Speed (m/s),Humidity (% RH),Surface Temperature (°C)
20111204,14.61,23.98,2.04,34.81,22.72
20111205,14.81,23.16,2.26,32.73,22.14
20111206,14.37,20.08,2.59,28.45,19.73
20111207,13.28,17.83,2.56,45.62,18.4
20111208,12.8,17.22,2.33,51.46,17.93
20111209,14.94,18.18,2.27,33.42,17.86
20111210,15.53,17.01,2.08,22.16,15.52
20111211,15.41,17.79,2.3,16.9,14.63
20111212,15.16,17.86,2.81,18.08,15.15
20111213,14.88,17.77,1.7,19.13,15.8
20111214,14.88,16.59,1.86,22.5,15.27
20111215,15.22,16.08,2.76,23.42,15.24
20111216,15.24,15.33,2.73,22.98,14.99
20111217,15.08,15.24,2.96,23.62,15.05
20111218,15.02,15.53,2.32,25.15,15.41
20111219,14.02,16.17,2.61,31.61,15.93
20111220,13.23,15.19,2.67,27.77,13.98
20111221,12.17,13.33,4.23,30.12,12.77
20111222,14.46,11.72,4.05,30.8,11.72
20111223,14.36,10.68,3.66,24.03,10.24
20111224,13.34,11.68,3.19,23.02,11.03
20111225,14.52,12.75,3.53,22.86,12.52
20111226,14.43,14.04,2.67,23.55,13.51
20111227,13.37,13.75,3.3,25.75,13.49
20111228,11.3,13.56,2.97,34.14,13.53
20111229,11.91,13.13,3.18,35.68,12.7
20111230,11.86,11.07,2.44,31.33,9.88
20111231,12.66,13.15,2.39,29.71,12.14
20120101,15.23,12.36,2.99,25.81,11.21
20120102,14.77,14.63,1.26,20.07,11.9
20120103,14.01,14.55,2.12,20.89,13.06
20120104,10.61,14.92,3.26,24.97,14.17
20120105,12.41,13.51,3.05,36.73,13.92
20120106,12.35,13.63,3.01,39.38,13.1
20120107,15.55,10.4,2.89,17.72,10.32
20120108,13.3,10.52,3.85,34.76,10.74
20120109,14.8,12.09,1.48,31.88,11.4
20120110,14.85,11.34,3.06,31.42,11.44
20120111,14.33,14.05,1.69,26.8,13.16
20120112,15.1,15.11,1.94,28.29,14.07
20120113,15.09,15.99,2.86,33.44,15.2
20120114,13.09,18.15,2.21,39.23,17.34
20120115,9.41,18.9,3.79,58.74,19.16
20120116,13.85,15.95,3.51,47.1,16.87
20120117,15.64,14.11,2.6,36.8,14.44
20120118,16.37,14.17,2.22,30.84,14.16
20120119,16.07,13.3,2.46,28.86,13.65
20120120,16.35,12.67,2.97,28.53,13.07
20120121,15.89,12.81,3.92,30.61,13.37
20120122,13.45,13.58,3.36,32.01,13.96
20120123,16.27,13.0,3.99,31.13,13.59
20120124,11.95,12.44,3.86,43.11,13.19
20120125,14.83,14.48,2.2,44.08,16.28
20120126,15.74,15.11,2.66,34.08,15.84
20120127,16.51,15.01,2.23,30.43,15.65
20120128,17.27,14.73,2.81,28.4,14.97
20120129,17.68,14.19,3.12,25.8,14.41
20120130,17.47,14.81,2.18,22.76,14.3
20120131,16.77,15.73,2.43,20.94,14.75
20120201,16.73,15.31,2.24,23.86,15.45
20120202,16.82,17.27,1.91,22.3,17.58
20120203,14.92,18.59,2.99,20.05,18.37
20120204,14.49,15.03,3.33,38.69,15.6
20120205,18.19,15.25,2.43,36.02,16.36
20120206,18.54,13.76,4.49,39.22,14.81
20120207,19.18,11.81,2.54,19.4,12.66
20120208,19.85,10.5,3.46,14.26,10.34
20120209,19.49,12.76,2.12,10.9,12.02
20120210,19.28,15.12,1.96,9.85,13.69
20120211,14.95,16.87,2.95,12.72,16.15
20120212,17.47,17.46,2.81,16.95,17.51
20120213,17.79,14.25,3.4,44.88,15.44
20120214,18.92,15.36,2.62,18.82,15.94
20120215,20.45,13.54,3.33,24.01,14.73
20120216,19.32,14.26,2.41,14.69,14.33
20120217,16.86,15.01,4.08,15.3,15.73
20120218,18.5,14.98,3.88,18.17,15.98
20120219,18.62,17.69,2.62,23.99,18.93
20120220,19.25,20.47,2.01,24.31,20.91
20120221,18.17,21.56,2.37,30.98,21.97
20120222,18.43,19.38,3.36,29.48,20.37
20120223,20.55,15.84,2.34,18.48,17.54
20120224,20.93,15.46,3.15,16.39,16.71
20120225,22.01,15.31,3.66,13.77,16.44
20120226,21.86,16.84,3.02,12.85,17.86
20120227,20.44,19.68,2.43,12.1,20.04
20120228,21.32,20.92,3.13,15.7,20.22
20120229,22.5,21.79,2.81,15.93,20.73
20120301,21.44,21.45,2.56,20.81,22.8
20120302,21.17,22.12,3.17,18.93,23.35
20120303,19.75,24.04,3.14,24.2,24.97
20120304,18.15,25.75,6.2,37.86,26.45
20120305,19.11,23.7,6.23,36.6,24.57
20120306,21.35,21.94,2.42,19.58,23.21
20120307,23.74,19.75,5.58,8.13,20.16
20120308,23.76,18.05,6.19,11.14,18.74
20120309,23.71,19.38,1.35,10.12,19.3
20120310,23.54,19.91,3.32,9.13,19.41
20120311,23.34,19.93,3.26,12.61,20.6
20120312,22.68,21.29,3.29,16.19,21.64
20120313,23.46,19.83,2.7,23.21,21.25
20120314,22.6,22.43,2.6,15.32,23.18
20120315,22.52,23.41,2.3,15.02,24.9
20120316,22.93,25.81,3.3,15.22,25.87
20120317,22.45,27.07,1.63,18.03,27.54
20120318,23.55,27.73,1.6,17.65,28.64
20120319,24.06,28.55,5.48,19.28,28.74
20120320,26.73,22.13,5.89,6.43,23.18
20120321,25.55,21.32,2.61,6.98,22.55
20120322,23.66,23.15,2.41,8.04,24.38
20120323,24.3,24.64,2.81,8.53,25.38
20120324,21.83,27.26,1.75,8.96,26.84
20120325,22.56,28.51,3.09,11.64,29.69
20120326,21.47,27.47,4.7,22.35,28.95
20120327,18.35,25.95,3.57,24.76,26.98
20120328,20.81,25.13,4.16,24.33,26.35
20120329,23.94,27.59,2.48,22.49,29.54
20120330,25.03,30.63,4.02,19.06,30.81
20120331,24.62,32.71,2.42,16.36,33.21
20120401,23.95,32.61,2.6,16.77,33.9
20120402,22.19,29.62,2.83,20.98,30.95
20120403,23.61,30.44,3.57,24.99,32.35
20120404,23.18,31.98,1.56,21.67,33.92
20120405,25.04,33.43,1.36,17.04,34.8
20120406,26.31,32.6,3.94,13.46,33.32
20120407,24.96,30.8,2.82,13.86,33.3
20120408,24.58,32.9,2.48,16.55,34.99
20120409,25.22,33.83,2.0,17.26,36.03
20120410,24.78,32.25,3.96,24.18,34.82
20120411,25.87,32.56,3.65,17.16,34.07
20120412,25.6,30.72,3.22,16.84,33.76
20120413,24.42,30.05,2.04,19.56,31.46
20120414,22.37,27.38,3.94,41.22,27.21
20120415,26.34,27.57,1.51,39.1,30.25
20120416,25.03,31.05,2.05,29.44,33.37
20120417,23.3,29.72,2.42,37.53,32.8
20120418,25.3,30.67,2.49,36.05,33.41
20120419,18.83,30.31,4.88,34.59,31.94
20120420,16.8,28.26,4.94,32.94,30.11
20120421,24.69,29.01,3.47,29.77,30.91
20120422,26.41,29.56,2.33,28.2,31.84
20120423,22.64,30.84,1.85,27.81,33.7
20120424,25.77,30.93,1.39,30.91,32.92
20120425,24.53,31.53,1.18,26.69,32.97
20120426,24.99,31.12,1.98,26.57,33.53
20120427,25.8,30.75,2.66,26.95,33.65
20120428,27.49,31.13,5.4,18.42,31.93
20120429,28.16,31.2,3.65,13.06,31.36
20120430,29.02,30.38,3.77,12.7,31.26
20120501,29.58,30.47,3.47,10.96,31.84
20120502,28.31,30.92,2.73,12.06,33.72
20120503,27.81,32.57,3.64,14.58,34.82
20120504,28.06,34.35,1.81,12.82,36.27
20120505,27.68,34.82,2.96,12.54,36.09
20120506,24.38,34.35,3.69,24.34,36.38
20120507,24.03,34.3,4.07,26.32,36.31
20120508,24.87,34.67,3.84,27.58,37.22
20120509,25.44,35.42,5.23,28.65,37.75
20120510,25.67,34.89,5.11,29.98,36.54
20120511,23.75,33.8,4.34,34.44,35.81
20120512,26.7,34.19,3.94,33.03,37.4
20120513,24.71,33.81,3.29,32.44,36.69
20120514,26.06,33.6,3.67,28.41,36.16
20120515,27.56,35.14,5.8,25.49,36.99
20120516,26.05,35.7,6.63,28.08,37.98
20120517,25.78,34.97,3.92,30.33,37.04
20120518,22.0,35.28,3.43,30.15,37.56
20120519,26.85,35.88,4.29,25.03,38.03
20120520,26.16,35.87,5.04,24.63,38.17
20120521,26.34,34.85,4.85,26.24,37.2
20120522,25.41,35.99,2.85,14.01,38.46
20120523,27.84,36.87,2.06,14.79,39.37
20120524,28.37,36.91,3.86,19.61,39.42
20120525,26.19,36.0,5.7,28.08,38.9
20120526,25.41,34.73,5.77,27.94,37.24
20120527,25.65,35.9,2.52,16.1,39.0
20120528,27.45,37.34,4.87,18.11,39.53
20120529,27.77,37.37,6.56,22.07,39.38
20120530,27.18,37.79,8.3,23.47,39.6
20120531,26.5,37.47,7.93,25.19,39.4
20120601,26.25,37.85,6.73,30.78,40.51
20120602,27.13,36.41,6.96,31.3,39.08
20120603,26.77,36.05,7.49,31.33,38.47
20120604,27.68,35.69,7.36,36.6,38.31
20120605,25.75,35.83,7.43,35.65,38.41
20120606,21.02,34.13,3.92,38.64,36.08
20120607,22.64,33.94,2.75,36.01,36.54
20120608,25.71,35.67,3.51,31.78,38.74
20120609,25.15,36.1,6.08,29.42,38.67
20120610,26.88,34.83,6.42,32.89,37.56
20120611,28.21,35.23,4.86,30.55,38.45
20120612,25.68,36.27,3.76,30.73,39.76
20120613,24.55,37.86,1.88,25.87,42.26
20120614,25.31,38.51,4.59,27.12,41.91
20120615,21.47,38.45,6.18,27.78,41.57
20120616,27.1,38.12,6.67,30.82,41.57
20120617,27.06,37.32,5.91,32.35,40.73
20120618,27.03,37.28,5.35,31.05,40.73
20120619,26.87,37.13,4.71,29.38,40.5
20120620,27.05,36.99,6.97,31.62,39.71
20120621,26.7,36.84,7.42,35.55,39.89
20120622,25.75,36.68,7.51,36.16,39.53
20120623,23.11,36.86,7.44,36.22,39.8
20120624,25.67,37.11,7.6,35.53,40.04
20120625,25.5,36.19,7.22,35.92,39.41
20120626,23.41,35.86,7.04,36.28,39.31
20120627,24.16,35.99,7.01,38.16,39.4
20120628,24.04,35.62,6.2,37.79,38.94
20120629,25.74,36.47,5.44,35.33,39.94
20120630,26.91,37.29,6.38,30.56,40.08
20120701,27.14,37.44,6.88,28.04,40.16
20120702,28.13,38.22,5.82,28.84,41.21
20120703,27.48,39.14,5.45,24.69,42.25
20120704,26.68,39.54,7.01,27.42,42.43
20120705,21.67,37.73,9.09,36.34,40.61
20120706,23.02,36.91,8.05,39.18,40.07
20120707,22.67,36.8,8.38,42.15,39.98
20120708,22.35,37.5,4.79,38.25,41.26
20120709,23.74,38.69,2.61,31.6,42.94
20120710,24.28,39.28,3.76,31.62,43.32
20120711,20.68,36.87,3.89,42.39,41.51
20120712,23.97,35.86,6.01,46.04,39.58
20120713,24.38,36.34,7.92,43.87,39.38
20120714,15.46,34.41,5.44,48.18,37.67
20120715,21.34,34.13,5.54,47.36,36.59
20120716,23.73,34.78,4.24,43.98,38.14
20120717,25.96,36.56,4.33,39.2,40.55
20120718,27.03,36.71,7.31,37.76,39.53
20120719,25.49,35.79,8.13,42.92,38.67
20120720,24.52,36.36,5.35,41.55,39.57
20120721,21.02,35.98,2.98,41.72,39.25
20120722,24.91,37.29,1.41,36.31,41.24
20120723,22.94,37.96,3.48,31.07,41.59
20120724,24.76,36.67,7.2,36.6,39.59
20120725,22.8,36.18,6.75,39.2,39.44
20120726,22.24,36.84,4.49,35.79,40.48
20120727,22.65,36.99,3.43,34.71,40.72
20120728,22.01,36.84,4.05,33.5,39.86
20120729,23.69,36.04,6.16,32.99,39.0
20120730,20.49,34.68,6.55,38.36,37.58
20120731,22.5,34.87,6.86,39.23,37.69
20120801,23.02,35.58,6.98,37.5,38.27
20120802,23.42,34.58,7.35,40.28,37.03
20120803,22.26,34.78,7.47,40.44,37.44
20120804,22.13,34.8,6.06,42.2,37.8
20120805,19.76,34.83,2.97,41.08,39.41
20120806,21.24,36.08,1.72,35.49,40.11
20120807,19.36,36.05,1.53,36.7,40.15
20120808,19.53,33.63,4.52,51.81,35.16
20120809,23.51,33.2,4.75,49.98,35.6
20120810,24.2,33.72,3.34,46.97,35.84
20120811,13.06,33.02,3.63,50.49,35.19
20120812,16.96,32.38,2.21,53.09,35.25
20120813,18.55,32.56,2.14,56.78,34.26
20120814,16.79,30.57,3.24,68.54,30.85
20120815,10.84,29.97,1.81,72.05,31.06
20120816,10.99,29.61,1.78,70.82,31.07
20120817,16.97,29.86,3.12,67.72,31.68
20120818,21.39,31.91,4.01,56.65,33.72
20120819,25.11,33.13,4.23,50.1,35.41
20120820,24.04,31.53,3.95,58.57,33.86
20120821,22.8,31.21,4.93,59.14,33.11
20120822,19.85,32.17,5.16,54.37,34.5
20120823,14.97,31.14,4.87,60.69,32.8
20120824,17.85,30.91,4.96,59.55,32.64
20120825,24.02,32.47,4.47,53.54,35.28
20120826,24.35,32.53,2.92,53.13,36.18
20120827,21.23,33.17,2.14,50.17,36.54
20120828,20.78,32.14,2.35,54.43,34.36
20120829,15.56,32.2,2.5,54.97,34.81
20120830,19.41,30.91,2.98,64.38,33.3
20120831,22.52,32.2,3.0,59.39,34.97
20120901,22.12,32.6,2.54,56.25,35.81
20120902,22.44,33.28,2.03,52.09,36.53
20120903,15.63,32.91,2.47,55.77,34.93
20120904,21.86,30.68,3.42,68.37,31.9
20120905,15.12,30.22,4.13,65.81,32.28
20120906,20.09,31.01,4.42,62.46,33.73
20120907,13.36,31.05,6.3,60.24,32.59
20120908,10.98,27.5,6.04,82.38,27.76
20120909,17.05,27.14,5.75,84.7,26.99
20120910,20.26,29.34,3.84,75.75,29.93
20120911,18.92,30.08,2.52,70.15,31.23
20120912,22.27,30.92,2.44,65.09,32.69
20120913,20.74,30.81,4.47,66.65,32.58
20120914,20.12,31.49,5.25,61.86,33.14
20120915,20.21,31.04,5.21,58.8,32.8
20120916,16.35,30.27,4.98,58.59,32.1
20120917,17.31,29.77,3.68,60.12,31.77
20120918,15.29,28.58,1.77,64.43,30.14
20120919,19.99,29.04,1.64,57.85,29.91
20120920,22.23,30.15,2.01,47.89,31.3
20120921,21.48,30.04,4.23,50.99,31.24
20120922,22.46,29.87,4.23,45.99,30.54
20120923,21.97,28.6,3.93,46.04,29.78
20120924,22.88,28.18,4.25,46.02,29.44
20120925,22.89,27.68,4.07,51.92,29.12
20120926,22.75,28.4,3.66,52.43,30.0
20120927,22.07,29.05,2.89,50.15,30.81
20120928,22.27,29.68,2.94,43.88,30.87
20120929,22.15,29.88,3.02,41.27,30.94
20120930,22.5,30.87,2.34,31.13,30.99
20121001,22.53,30.63,2.28,28.34,30.65
20121002,21.98,31.12,2.22,28.01,30.98
20121003,21.92,30.88,2.19,35.75,31.7
20121004,22.23,30.2,2.18,30.66,30.73
20121005,22.07,28.38,3.64,33.57,29.13
20121006,21.45,28.59,3.64,35.6,29.03
20121007,20.53,29.17,2.73,37.06,30.26
20121008,21.26,28.61,1.8,25.04,28.82
20121009,21.86,29.03,1.37,20.19,27.7
20121010,21.57,28.98,1.91,22.26,27.72
20121011,21.42,28.42,2.75,26.54,27.8
20121012,20.4,27.27,4.45,33.08,27.6
20121013,20.29,27.29,3.13,42.26,28.32
20121014,20.04,27.86,2.33,38.6,28.57
20121015,19.57,28.31,2.47,42.19,28.98
20121016,18.77,27.05,1.79,40.08,28.31
20121017,18.97,25.97,2.37,43.79,27.59
20121018,18.32,25.63,3.07,41.97,26.46
20121019,18.11,25.83,2.57,38.44,26.93
20121020,15.6,26.09,2.28,36.93,27.43
20121021,17.96,25.58,3.02,41.6,26.77
20121022,17.01,25.28,3.2,40.15,26.33
20121023,17.68,24.6,2.88,40.87,25.76
20121024,19.33,23.79,2.23,34.11,24.37
20121025,19.9,23.63,2.58,29.44,23.74
20121026,19.59,22.93,2.75,29.85,23.81
20121027,19.17,23.0,2.4,32.97,23.81
20121028,18.8,23.89,1.84,28.8,24.09
20121029,18.71,24.39,1.42,25.71,23.67
20121030,19.25,24.52,2.04,26.35,24.18
20121031,18.74,24.71,1.88,25.07,24.28
20121101,17.87,23.63,2.33,27.03,23.62
20121102,16.65,23.26,2.61,29.0,22.97
20121103,16.99,23.63,2.18,30.76,23.55
20121104,16.75,24.73,1.91,28.48,23.63
20121105,16.58,23.77,2.73,31.38,22.67
20121106,16.74,23.95,2.05,29.95,23.29
20121107,16.63,24.16,1.47,28.16,22.6
20121108,16.53,24.21,2.6,28.25,22.79
20121109,16.65,24.13,2.73,36.15,23.27
20121110,16.51,23.96,2.14,32.24,23.54
20121111,15.8,23.4,1.52,27.8,22.64
20121112,16.86,23.22,2.17,28.18,22.43
20121113,16.85,22.17,2.52,30.57,22.36
20121114,15.93,22.98,1.22,24.32,21.2
20121115,16.67,22.12,2.01,23.47,21.1
20121116,16.69,21.96,2.51,26.52,21.03
20121117,15.95,21.78,2.5,29.75,21.6
20121118,14.27,20.67,2.55,32.44,20.58
20121119,14.48,19.76,2.95,32.75,19.26
20121120,15.55,19.11,2.43,28.0,18.19
20121121,15.59,19.39,1.9,28.36,18.88
20121122,14.59,19.34,2.58,28.75,18.76
20121123,15.37,20.08,2.17,27.55,18.46
20121124,15.7,19.6,3.13,29.76,19.18
20121125,15.2,18.65,2.71,30.87,18.52
20121126,15.15,18.32,2.21,32.55,17.77
20121127,15.34,18.53,2.34,31.72,18.24
20121128,15.11,19.85,2.88,28.27,19.24
20121129,14.05,19.48,3.63,34.67,19.65
20121130,15.95,16.99,3.2,31.81,16.36
20121201,15.81,17.43,1.6,21.28,16.25
20121202,15.14,16.81,2.61,23.62,15.98
20121203,15.18,16.5,2.94,25.84,15.93
20121204,14.75,16.69,2.46,23.17,15.98
20121205,14.91,18.37,1.85,21.86,16.87
20121206,14.72,19.67,1.9,22.43,17.46
20121207,13.13,18.73,1.59,22.53,16.27
20121208,14.81,19.78,1.81,23.88,17.82
20121209,14.83,20.16,1.63,28.0,18.57
20121210,14.92,18.71,2.09,33.2,18.02
20121211,14.98,19.32,1.96,28.8,17.57
20121212,12.77,17.98,3.35,29.8,17.41
20121213,10.96,16.76,4.87,44.15,17.16
20121214,8.94,14.99,3.35,61.71,15.76
20121215,8.16,14.83,4.02,55.45,15.55
20121216,10.53,14.27,3.72,52.14,14.73
20121217,12.76,14.95,3.07,45.44,15.43
20121218,14.11,16.4,2.43,48.58,16.57
20121219,14.69,15.65,2.87,46.47,15.32
20121220,15.36,17.36,1.54,30.43,15.98
20121221,15.68,15.93,2.5,27.58,15.3
20121222,15.64,15.49,2.28,28.52,14.68
20121223,15.77,15.34,2.75,26.59,14.61
20121224,15.04,14.63,3.09,27.53,14.55
20121225,14.73,15.17,2.64,29.19,14.51
20121226,14.47,16.42,2.0,29.44,15.23
20121227,14.68,17.54,2.89,26.94,16.54
20121228,13.4,14.83,3.45,28.03,13.99
20121229,13.77,12.2,4.01,31.74,12.27
20121230,14.45,11.54,2.89,47.19,11.56
20121231,14.84,12.82,2.32,41.41,11.84
20130101,15.3,12.63,2.38,38.27,12.25
20130102,15.37,12.07,2.7,33.79,11.87
20130103,15.24,11.74,2.57,31.38,11.67
20130104,14.2,11.29,3.59,31.7,11.54
20130105,15.1,10.34,2.69,28.29,10.23
20130106,15.14,9.93,3.05,28.13,10.05
20130107,14.99,10.39,2.74,26.56,10.79
20130108,14.87,11.9,2.19,25.95,11.83
20130109,13.82,12.66,2.49,28.32,12.79
20130110,14.35,14.78,1.74,33.66,14.0
20130111,14.76,17.92,2.1,42.47,17.0
20130112,14.02,19.54,4.46,47.5,19.48
20130113,14.64,16.75,2.82,42.63,16.31
20130114,15.49,15.1,2.25,32.09,14.19
20130115,14.47,13.88,2.49,28.4,13.57
20130116,13.44,14.25,2.26,34.83,13.87
20130117,9.11,12.51,2.83,49.35,12.11
20130118,15.08,11.73,3.72,43.04,11.5
20130119,17.17,11.91,2.81,27.63,10.98
20130120,17.24,11.92,2.54,26.98,11.22
20130121,16.68,12.36,1.98,25.14,11.08
20130122,16.6,12.61,2.51,26.12,11.7
20130123,17.05,13.02,2.81,25.68,13.24
20130124,16.38,13.15,2.83,26.28,12.93
20130125,16.6,14.8,2.12,25.09,13.73
20130126,16.74,16.36,2.23,25.16,15.21
20130127,15.35,17.22,2.09,23.32,15.53
20130128,16.89,18.25,2.32,22.67,17.15
20130129,17.51,18.25,2.1,22.01,16.87
20130130,15.46,17.16,3.87,25.62,17.16
20130131,13.46,17.34,3.4,26.76,16.64
20130201,10.16,16.54,3.38,32.2,16.09
20130202,13.64,18.86,3.21,30.81,19.63
20130203,5.38,17.38,2.36,53.71,18.5
20130204,13.81,18.0,3.2,59.08,18.69
20130205,16.31,14.62,4.58,63.69,15.05
20130206,18.44,13.96,4.24,57.41,14.3
20130207,18.75,14.69,1.94,44.68,14.81
20130208,19.54,15.72,1.67,33.27,14.81
20130209,19.5,16.09,1.8,27.56,15.51
20130210,19.07,15.76,3.59,25.71,15.7
20130211,17.71,15.3,3.87,28.16,14.52
20130212,17.76,16.52,3.94,28.74,16.57
20130213,18.35,17.69,3.82,30.02,18.4
20130214,16.99,19.28,3.34,36.76,20.58
20130215,13.76,17.52,5.78,53.44,18.63
20130216,12.22,15.99,4.65,65.19,16.97
20130217,19.8,16.98,2.94,48.34,17.81
20130218,19.8,18.14,2.89,39.3,19.61
20130219,17.33,20.21,2.22,33.94,22.11
20130220,18.81,20.11,2.91,35.96,21.6
20130221,18.28,19.69,4.2,50.99,19.56
20130222,16.89,19.8,2.38,52.5,21.13
20130223,15.93,17.78,3.99,59.09,18.8
20130224,20.07,16.75,3.16,53.21,17.67
20130225,20.68,17.87,2.5,45.99,18.93
20130226,18.28,19.07,4.27,38.35,20.04
20130227,22.26,18.27,4.26,44.35,18.86
20130228,21.91,18.24,2.69,27.85,18.97
20130301,19.92,17.24,3.2,38.43,17.87
20130302,22.5,20.91,1.62,27.44,20.53
20130303,23.58,23.84,1.29,16.47,21.46
20130304,23.36,23.95,1.93,13.96,22.86
20130305,23.08,23.87,2.61,17.41,23.54
20130306,22.61,23.79,2.61,22.7,23.88
20130307,23.58,25.9,1.34,18.41,24.99
20130308,23.3,26.89,2.44,15.59,25.86
20130309,22.64,25.47,5.62,19.96,25.71
20130310,22.03,23.64,2.62,28.48,25.05
20130311,21.32,24.05,2.42,20.63,25.91
20130312,21.62,26.51,1.93,17.33,27.65
20130313,14.98,24.82,3.81,24.76,24.39
20130314,23.16,22.41,3.19,42.45,24.71
20130315,23.82,22.84,3.74,33.44,24.99
20130316,23.03,23.25,2.57,36.76,25.51
20130317,24.08,25.4,2.36,27.21,26.6
20130318,23.83,27.32,2.23,19.06,26.95
20130319,24.28,27.68,3.22,18.7,27.88
20130320,23.53,26.53,4.01,17.6,27.69
20130321,23.73,26.51,1.98,22.42,28.25
20130322,16.25,26.81,2.53,26.39,27.24
20130323,17.93,25.73,5.67,31.81,26.9
20130324,24.84,24.18,2.32,35.46,26.4
20130325,22.22,22.85,3.08,35.06,25.12
20130326,20.92,24.73,1.49,30.5,25.02
20130327,9.44,24.75,2.69,31.53,24.34
20130328,18.64,22.75,2.8,57.42,23.29
20130329,24.12,23.04,2.63,53.52,24.4
20130330,25.51,25.38,2.96,38.82,26.6
20130331,26.5,27.68,2.29,26.87,28.22
20130401,25.79,29.16,1.9,20.81,30.02
20130402,22.65,28.76,2.41,27.99,30.4
20130403,24.4,27.54,1.97,30.09,30.17
20130404,25.0,27.81,3.13,28.29,29.7
20130405,26.47,27.74,3.45,18.63,28.2
20130406,25.5,29.47,3.86,17.21,30.21
20130407,25.94,28.46,3.07,20.77,30.47
20130408,24.38,26.96,4.21,29.59,28.92
20130409,20.91,27.56,3.32,40.86,29.47
20130410,19.49,27.45,2.33,30.7,29.63
20130411,21.86,27.78,2.69,36.07,30.57
20130412,24.5,30.3,1.23,27.66,32.76
20130413,24.55,31.71,3.26,24.21,33.27
20130414,26.56,31.21,2.59,22.0,32.83
20130415,26.9,32.2,3.71,17.24,33.44
20130416,25.15,30.94,5.98,19.48,32.27
20130417,28.78,28.77,4.32,13.4,30.47
20130418,27.6,29.83,3.27,14.38,29.81
20130419,26.23,30.85,2.48,15.31,32.89
20130420,23.59,30.62,4.76,30.05,32.36
20130421,25.44,30.12,2.57,37.89,33.78
20130422,13.21,30.24,2.83,34.63,33.04
20130423,22.8,29.25,3.02,42.07,32.58
20130424,21.57,30.71,2.83,41.81,33.82
20130425,19.58,31.95,1.59,36.1,35.01
20130426,25.89,31.77,3.31,32.98,34.68
20130427,21.94,31.66,2.93,31.15,34.55
20130428,21.29,30.8,3.69,35.21,33.63
20130429,25.84,30.88,3.19,31.06,33.98
20130430,25.73,31.21,3.33,17.07,33.35
20130501,27.93,29.43,4.48,11.8,30.96
20130502,28.3,30.35,2.83,10.99,32.09
20130503,28.25,32.18,4.62,10.05,33.32
20130504,28.68,33.89,5.17,15.21,35.7
20130505,27.48,33.27,4.38,16.6,35.55
20130506,27.54,33.16,3.59,13.91,35.49
20130507,26.01,34.52,3.72,16.17,36.8
20130508,25.57,33.81,5.07,19.94,36.23
20130509,26.08,33.53,3.85,24.12,36.76
20130510,26.1,33.76,5.3,26.08,36.42
20130511,23.77,32.37,3.16,30.86,34.36
20130512,21.29,33.47,2.2,25.15,36.76
20130513,26.34,33.55,2.68,26.37,37.19
20130514,25.9,35.22,3.53,22.46,37.45
20130515,26.59,35.63,3.75,21.2,37.92
20130516,27.94,35.57,4.42,17.43,37.44
20130517,26.5,36.72,5.18,18.55,38.22
20130518,28.46,37.3,6.2,16.56,39.09
20130519,27.36,36.07,6.69,14.51,37.75
20130520,28.23,36.7,5.98,19.38,38.86
20130521,27.82,36.64,5.43,17.09,38.92
20130522,28.42,36.58,6.07,18.14,38.97
20130523,28.07,36.75,5.51,24.56,39.3
20130524,27.71,37.3,7.28,24.41,39.54
20130525,26.59,36.09,8.62,33.22,38.34
20130526,24.35,35.47,7.21,35.91,37.86
20130527,27.66,35.38,6.45,24.78,37.28
20130528,27.94,35.13,4.53,24.76,38.42
20130529,28.47,35.51,3.84,25.74,39.0
20130530,27.6,36.66,2.22,20.27,40.28
20130531,28.42,37.09,5.52,22.58,39.44
20130601,27.04,37.45,6.15,25.67,40.07
20130602,28.24,37.81,5.49,23.59,40.84
20130603,27.43,38.35,4.56,22.87,41.55
20130604,25.93,38.21,3.83,22.1,41.61
20130605,27.22,38.64,7.49,30.71,41.24
20130606,26.73,38.91,7.62,28.78,41.34
20130607,27.34,38.53,4.69,30.06,42.38
20130608,27.77,38.1,6.09,33.66,41.45
20130609,27.16,38.09,6.88,32.39,41.06
20130610,24.86,37.59,6.71,36.89,40.92
20130611,21.84,34.0,7.74,48.45,36.61
20130612,15.14,32.88,3.52,54.35,35.56
20130613,24.72,33.53,3.18,53.55,36.0
20130614,22.25,35.34,3.01,44.55,39.16
20130615,19.41,34.38,2.33,46.62,37.43
20130616,24.57,34.14,4.04,49.1,36.93
20130617,22.51,33.69,2.49,47.62,37.28
20130618,20.29,33.73,1.9,47.99,35.98
20130619,25.26,33.75,3.37,45.42,36.8
20130620,26.29,36.08,6.03,36.12,38.7
20130621,26.75,36.09,7.83,35.23,38.33
20130622,26.75,35.99,7.44,38.3,38.55
20130623,28.08,36.33,6.78,36.38,39.02
20130624,28.02,36.53,6.41,37.11,39.41
20130625,26.79,37.16,6.15,38.75,40.51
20130626,26.79,37.6,7.65,37.24,40.52
20130627,23.68,36.03,9.3,42.39,38.8
20130628,23.8,36.47,8.36,42.82,39.33
20130629,22.83,36.3,7.91,42.37,39.2
20130630,23.25,36.0,6.01,43.65,39.5
20130701,22.88,36.55,4.75,40.72,39.33
20130702,25.36,37.34,3.74,36.39,41.15
20130703,23.7,37.91,2.31,32.42,42.47
20130704,25.22,37.78,2.84,32.57,41.88
20130705,23.75,37.57,2.82,37.48,42.56
20130706,24.62,36.9,5.18,41.55,40.79
